,file,score
0,text_700.txt,0.022793132725689273
1,text_7854.txt,0.03798502617569534
2,text_6592.txt,-0.03502048251708927
3,text_4385.txt,0.00046085162702350584
4,text_5925.txt,0.070633223598106
5,text_2092.txt,-0.14663825836393893
6,text_5931.txt,-0.019558644104091794
7,text_3398.txt,-0.04669058635465776
8,text_2086.txt,0.10009059540303031
9,text_4391.txt,-0.033622261641978145
10,text_2938.txt,-0.017906221887396177
11,text_714.txt,-0.014449124238835693
12,text_7698.txt,0.0003953525401328178
13,text_7840.txt,0.044065932631787035
14,text_6586.txt,0.06753219506499673
15,text_2910.txt,0.036820049349335825
16,text_8583.txt,-0.023275517415473176
17,text_7868.txt,0.05163073688774646
18,text_5919.txt,0.025805685106761612
19,text_728.txt,0.011769406237955696
20,text_8597.txt,-0.020880410911118134
21,text_2904.txt,-0.05945774541961165
22,text_3429.txt,0.04986783886909469
23,text_4346.txt,-7.456745418427043e-05
24,text_5058.txt,-0.0012307829343312059
25,text_2737.txt,-0.03238668338923499
26,text_7897.txt,-0.018612024162365123
27,text_6551.txt,0.017641105463795274
28,text_7129.txt,-0.09691717830944385
29,text_6237.txt,0.08438572362529512
30,text_1558.txt,-0.10557481163755553
31,text_2051.txt,0.015601823776473404
32,text_4420.txt,-0.04883363198118187
33,text_2045.txt,-0.06028156421591734
34,text_4434.txt,-0.02806599593219504
35,text_6223.txt,0.01338689312326874
36,text_38.txt,0.007118828656682624
37,text_7883.txt,0.0763745800609652
38,text_6545.txt,-0.005134005706864844
39,text_8568.txt,-0.05079419663841284
40,text_4352.txt,-0.037899701104902456
41,text_2723.txt,-0.035506284004416466
42,text_927.txt,-0.02461420808786028
43,text_1202.txt,-0.018995696219180708
44,text_7673.txt,0.12892264824029637
45,text_8540.txt,-0.006560269156983076
46,text_3415.txt,-0.010170943259671423
47,text_5064.txt,-0.04967805559255619
48,text_5702.txt,-0.011406578767364768
49,text_3373.txt,0.0030208549820163444
50,text_7115.txt,-0.010991288167388983
51,text_8226.txt,-0.005186962195878773
52,text_10.txt,-0.004239061392173244
53,text_1564.txt,0.004321812312920222
54,text_7101.txt,-0.03945325390015114
55,text_8232.txt,-0.027150288113554955
56,text_1570.txt,-0.0044542026151742934
57,text_2079.txt,-0.031350411603839036
58,text_5716.txt,0.008210264078537921
59,text_4408.txt,0.07290802452622629
60,text_3367.txt,-0.03866675723280346
61,text_3401.txt,0.07499719299306824
62,text_5070.txt,0.0005082963995751003
63,text_1216.txt,0.035203335989112065
64,text_933.txt,-0.022396229663617078
65,text_6579.txt,0.06544614480372148
66,text_7667.txt,0.05564899321353612
67,text_8554.txt,-0.03796069050815222
68,text_264.txt,-0.07151134959261056
69,text_1941.txt,0.029807928633762682
70,text_1799.txt,-0.009924401638303229
71,text_2290.txt,0.0137089458772799
72,text_4839.txt,0.011570629106845464
73,text_4187.txt,0.06369486766062729
74,text_3830.txt,-0.03410802181893326
75,text_5299.txt,-0.0036572529164326214
76,text_6790.txt,-0.004054502813006654
77,text_6948.txt,-0.026888278600223536
78,text_502.txt,-0.021321368775215812
79,text_6784.txt,-0.07518876766572939
80,text_516.txt,-0.025408578834079206
81,text_4193.txt,-0.08456168170576776
82,text_3824.txt,0.05124714563962062
83,text_2284.txt,0.014945262148300598
84,text_1955.txt,-0.028031855179647094
85,text_270.txt,0.03525417492115142
86,text_4805.txt,-0.0035376639489511905
87,text_258.txt,0.07022044723317226
88,text_6974.txt,-0.04687783963473038
89,text_3818.txt,-0.03451148104879861
90,text_6960.txt,0.1588030596961843
91,text_1969.txt,-0.037163955944116735
92,text_4811.txt,-0.04185809245929185
93,text_4622.txt,-0.060733197795034846
94,text_2253.txt,0.04836815820142038
